gene_symbol	MANE_transcript	ClinVar_PL_record_count	semantic_class_prePAExact	public_label	curated_display_gene	low_record_burden_flag	browser_status	detail_page	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction
RAB11A	ENST00000261890.7	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB11A.html	19	0.500000	1.000000	1.000000
RAB11B	ENST00000328024.11	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB11B.html	19	1.000000	1.000000	1.000000
RAB18	ENST00000356940.11	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB18.html	31	0.444444	0.777778	1.000000
RAB1A	ENST00000409784.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB1A.html	25	1.000000	1.000000	1.000000
RAB23	ENST00000468148.6	38	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAB23.html	31	0.236842	0.894737	1.000000
RAB27A	ENST00000336787.6	54	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAB27A.html	31	0.370370	1.000000	1.000000
RAB28	ENST00000330852.10	20	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAB28.html	31	0.200000	0.700000	0.850000
RAB33A	ENST00000257017.5	47	diffuse_or_moderate_replacement_opportunity	Diffuse/moderate opportunity	false	false	all-mapped enumerated	genes/RAB33A.html	4	0.000000	0.000000	0.000000
RAB33B	ENST00000305626.6	14	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB33B.html	4	0.642857	1.000000	0.357143
RAB34	ENST00000395245.9	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB34.html	49	0.750000	0.750000	1.000000
RAB39B	ENST00000369454.4	12	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB39B.html	4	0.583333	1.000000	0.500000
RAB3A	ENST00000222256.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB3A.html	19	1.000000	1.000000	1.000000
RAB3GAP1	ENST00000264158.13	74	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAB3GAP1.html	133	0.121622	0.283784	0.986486
RAB3GAP2	ENST00000358951.7	46	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAB3GAP2.html	199	0.108696	0.239130	1.000000
RAB5IF	ENST00000344795.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB5IF.html	13	1.000000	1.000000	0.000000
RAB7A	ENST00000265062.8	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAB7A.html	25	0.750000	1.000000	1.000000
RAB9B	ENST00000243298.3	174	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAB9B.html	8	0.000000	0.000000	1.000000
RABGAP1	ENST00000373647.9	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RABGAP1.html	145	0.500000	1.000000	1.000000
RABGAP1L	ENST00000681986.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RABGAP1L.html	145	0.000000	0.000000	1.000000
RAC1	ENST00000348035.9	25	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAC1.html	25	0.680000	1.000000	1.000000
RAC2	ENST00000249071.11	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAC2.html	30	0.571429	1.000000	1.000000
RAC3	ENST00000306897.9	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAC3.html	25	0.545455	1.000000	0.909091
RACGAP1	ENST00000312377.10	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RACGAP1.html	91	0.666667	1.000000	1.000000
RAD21	ENST00000297338.7	59	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAD21.html	73	0.203390	0.508475	1.000000
RAD21L1	ENST00000683101.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAD21L1.html	73	1.000000	1.000000	1.000000
RAD50	ENST00000378823.8	483	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/RAD50.html	139	0.078675	0.265010	0.973085
RAD51	ENST00000267868.8	13	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAD51.html	49	0.384615	0.923077	1.000000
RAD51AP2	ENST00000399080.3	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAD51AP2.html	8	1.000000	1.000000	0.000000
RAD51B	ENST00000471583.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAD51B.html	55	1.000000	1.000000	1.000000
RAD51C	ENST00000337432.9	322	cancer_or_tumor_predisposition_high_burden_control	Tumor-predisposition control/caution	true	false	all-mapped enumerated; curated display gene	genes/RAD51C.html	43	0.248447	0.770186	0.906832
RAD51D	ENST00000345365.11	245	cancer_or_tumor_predisposition_high_burden_control	Tumor-predisposition control/caution	true	false	all-mapped enumerated; curated display gene	genes/RAD51D.html	49	0.138776	0.555102	0.922449
RAD54B	ENST00000336148.10	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAD54B.html	79	0.500000	1.000000	1.000000
RAD54L	ENST00000371975.9	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAD54L.html	97	0.222222	0.444444	1.000000
RAD54L2	ENST00000684192.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAD54L2.html	127	1.000000	1.000000	1.000000
RAD9B	ENST00000409300.6	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAD9B.html	55	0.285714	0.714286	0.857143
RAF1	ENST00000251849.9	53	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAF1.html	91	0.603774	0.716981	1.000000
RAG1	ENST00000299440.6	170	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAG1.html	4	1.000000	1.000000	1.000000
RAG2	ENST00000311485.8	147	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAG2.html	4	1.000000	1.000000	1.000000
RAI1	ENST00000353383.6	161	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/RAI1.html	25	0.975155	0.993789	1.000000
RALA	ENST00000005257.7	13	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RALA.html	19	0.615385	1.000000	1.000000
RALGAPA1	ENST00000680220.1	12	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RALGAPA1.html	240	0.166667	0.333333	1.000000
RALGAPB	ENST00000262879.11	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RALGAPB.html	169	0.500000	0.500000	1.000000
RANBP2	ENST00000283195.11	96	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/RANBP2.html	163	0.031250	0.031250	1.000000
RAP1B	ENST00000250559.14	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAP1B.html	36	0.500000	1.000000	1.000000
RAP1GDS1	ENST00000408927.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAP1GDS1.html	79	0.500000	0.500000	1.000000
RAPGEF5	ENST00000665637.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAPGEF5.html	145	1.000000	1.000000	1.000000
RAPSN	ENST00000298854.7	112	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RAPSN.html	37	0.321429	0.750000	0.812500
RARB	ENST00000330688.9	27	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RARB.html	37	0.481481	0.925926	1.000000
RARS1	ENST00000231572.8	35	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RARS1.html	79	0.200000	0.457143	0.828571
RARS2	ENST00000369536.10	242	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/RARS2.html	109	0.086777	0.289256	0.925620
RASA1	ENST00000274376.11	285	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/RASA1.html	139	0.105263	0.280702	0.912281
RASA2	ENST00000286364.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RASA2.html	133	1.000000	1.000000	1.000000
RASA3	ENST00000334062.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RASA3.html	133	0.500000	0.500000	1.000000
RASGRP1	ENST00000310803.10	30	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RASGRP1.html	91	0.133333	0.466667	1.000000
RASGRP2	ENST00000394432.8	30	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RASGRP2.html	90	0.300000	0.633333	1.000000
RASL12	ENST00000220062.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RASL12.html	19	0.000000	0.000000	1.000000
RASSF1	ENST00000359365.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RASSF1.html	25	0.000000	0.000000	0.000000
RAX	ENST00000334889.4	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAX.html	8	0.363636	1.000000	0.636364
RAX2	ENST00000555633.3	10	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RAX2.html	8	0.500000	0.800000	1.000000
RB1	ENST00000267163.6	947	cancer_or_tumor_predisposition_high_burden_control	Tumor-predisposition control/caution	true	false	all-mapped enumerated; curated display gene	genes/RB1.html	151	0.074974	0.263992	0.928194
RB1CC1	ENST00000025008.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RB1CC1.html	133	1.000000	1.000000	1.000000
RBBP5	ENST00000264515.11	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBBP5.html	73	0.500000	0.500000	1.000000
RBBP7	ENST00000380087.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBBP7.html	61	1.000000	1.000000	1.000000
RBBP8	ENST00000327155.10	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBBP8.html	103	0.272727	0.545455	1.000000
RBCK1	ENST00000356286.10	49	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RBCK1.html	61	0.285714	0.755102	1.000000
RBFOX1	ENST00000550418.6	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBFOX1.html	85	0.250000	0.500000	1.000000
RBFOX2	ENST00000695854.1	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBFOX2.html	73	0.250000	0.750000	1.000000
RBFOX3	ENST00000693108.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBFOX3.html	78	1.000000	1.000000	1.000000
RBL2	ENST00000262133.11	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBL2.html	121	0.222222	0.444444	1.000000
RBM10	ENST00000377604.8	39	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RBM10.html	133	0.153846	0.307692	1.000000
RBM12	ENST00000374114.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBM12.html	8	1.000000	1.000000	1.000000
RBM20	ENST00000369519.4	105	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RBM20.html	73	0.314286	0.514286	0.952381
RBM28	ENST00000223073.6	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBM28.html	103	0.200000	0.600000	1.000000
RBM48	ENST00000265732.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBM48.html	19	1.000000	1.000000	1.000000
RBM5	ENST00000347869.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBM5.html	139	1.000000	1.000000	1.000000
RBM8A	ENST00000583313.7	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBM8A.html	25	0.181818	0.636364	0.818182
RBMX	ENST00000320676.11	10	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBMX.html	43	0.500000	0.600000	1.000000
RBP3	ENST00000584701.2	41	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/RBP3.html	13	0.829268	1.000000	0.170732
RBP4	ENST00000371464.8	19	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBP4.html	25	0.315789	1.000000	1.000000
RBPJ	ENST00000355476.8	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBPJ.html	55	0.571429	0.857143	1.000000
RBSN	ENST00000253699.7	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RBSN.html	73	0.666667	1.000000	1.000000
RC3H1	ENST00000367696.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RC3H1.html	109	1.000000	1.000000	1.000000
RCBTB1	ENST00000378302.7	34	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RCBTB1.html	67	0.176471	0.617647	1.000000
RCC1	ENST00000683442.1	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RCC1.html	67	0.400000	1.000000	1.000000
RCHY1	ENST00000324439.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RCHY1.html	43	1.000000	1.000000	1.000000
RCL1	ENST00000381750.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RCL1.html	43	1.000000	1.000000	1.000000
RCOR1	ENST00000262241.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RCOR1.html	61	1.000000	1.000000	1.000000
RD3	ENST00000680073.1	14	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RD3.html	8	0.785714	1.000000	1.000000
RDH11	ENST00000381346.9	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RDH11.html	31	0.666667	1.000000	1.000000
RDH12	ENST00000551171.6	152	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RDH12.html	43	0.309211	0.875000	1.000000
RDH14	ENST00000381249.4	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RDH14.html	4	1.000000	1.000000	0.000000
RDH5	ENST00000257895.10	58	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RDH5.html	19	0.275862	1.000000	1.000000
RDH8	ENST00000591589.3	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RDH8.html	25	1.000000	1.000000	1.000000
RDX	ENST00000645495.2	23	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RDX.html	73	0.173913	0.521739	1.000000
REC114	ENST00000331090.11	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/REC114.html	25	1.000000	1.000000	1.000000
REC8	ENST00000611366.5	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/REC8.html	103	0.333333	0.666667	1.000000
RECQL	ENST00000444129.7	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RECQL.html	79	0.444444	0.666667	1.000000
RECQL4	ENST00000617875.6	385	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/RECQL4.html	115	0.189610	0.332468	0.971429
REDIC1	ENST00000324616.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/REDIC1.html	67	1.000000	1.000000	1.000000
REEP1	ENST00000538924.7	87	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/REEP1.html	43	0.218391	0.931034	0.977011
REEP2	ENST00000378339.7	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/REEP2.html	37	0.285714	0.857143	1.000000
REEP6	ENST00000233596.8	26	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/REEP6.html	19	0.384615	0.846154	0.923077
REL	ENST00000394479.4	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/REL.html	49	0.285714	0.571429	1.000000
RELA	ENST00000406246.8	42	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RELA.html	55	0.309524	0.571429	1.000000
RELB	ENST00000221452.13	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RELB.html	61	0.500000	1.000000	1.000000
RELN	ENST00000428762.6	117	large_gene_or_donor_burden_stress_case	Donor-burden stress	false	false	all-mapped enumerated	genes/RELN.html	379	0.042735	0.128205	0.982906
RELT	ENST00000064780.7	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RELT.html	55	0.375000	0.625000	1.000000
REN	ENST00000272190.9	23	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/REN.html	49	0.347826	0.782609	0.652174
REPS1	ENST00000450536.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/REPS1.html	109	1.000000	1.000000	1.000000
RERE	ENST00000400908.7	66	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RERE.html	127	0.363636	0.681818	1.000000
REST	ENST00000309042.12	25	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/REST.html	13	0.520000	0.960000	1.000000
RET	ENST00000355710.8	170	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RET.html	109	0.182353	0.470588	0.982353
RETREG1	ENST00000306320.10	25	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/RETREG1.html	43	0.320000	0.760000	0.720000
RETREG3	ENST00000309428.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RETREG3.html	43	0.000000	0.000000	0.000000
REV3L	ENST00000368802.8	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/REV3L.html	181	0.333333	0.333333	1.000000
RFC1	ENST00000349703.7	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RFC1.html	139	0.285714	0.428571	1.000000
RFC4	ENST00000296273.7	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RFC4.html	55	0.363636	0.909091	1.000000
RFC5	ENST00000454402.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RFC5.html	55	0.000000	0.000000	1.000000
RFT1	ENST00000296292.8	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RFT1.html	67	0.235294	0.529412	0.941176
RFWD3	ENST00000361070.9	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RFWD3.html	67	0.333333	0.666667	1.000000
RFX3	ENST00000617270.5	12	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RFX3.html	91	0.333333	0.583333	1.000000
RFX5	ENST00000452671.7	51	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RFX5.html	55	0.352941	0.686275	1.000000
RFX6	ENST00000332958.3	36	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RFX6.html	103	0.166667	0.388889	0.972222
RFX7	ENST00000559447.8	16	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RFX7.html	49	0.875000	0.875000	1.000000
RFXANK	ENST00000303088.9	33	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RFXANK.html	49	0.242424	0.818182	1.000000
RFXAP	ENST00000255476.3	27	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/RFXAP.html	8	0.888889	1.000000	0.148148
RGR	ENST00000652092.2	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RGR.html	31	1.000000	1.000000	1.000000
RGS2	ENST00000235382.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RGS2.html	19	1.000000	1.000000	1.000000
RGS9	ENST00000262406.10	38	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RGS9.html	103	0.157895	0.394737	0.973684
RGS9BP	ENST00000334176.4	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RGS9BP.html	1	1.000000		
RHAG	ENST00000371175.10	18	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RHAG.html	49	0.222222	0.500000	1.000000
RHBDF2	ENST00000675367.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RHBDF2.html	103	1.000000	1.000000	1.000000
RHCE	ENST00000294413.13	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RHCE.html	49	0.750000	1.000000	1.000000
RHD	ENST00000328664.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RHD.html	49	0.000000	0.000000	1.000000
RHEB	ENST00000262187.10	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RHEB.html	37	0.833333	1.000000	1.000000
RHO	ENST00000296271.4	198	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/RHO.html	19	0.333333	1.000000	0.671717
RHOA	ENST00000418115.6	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RHOA.html	19	0.500000	1.000000	1.000000
RHOBTB2	ENST00000251822.7	15	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RHOBTB2.html	49	0.666667	1.000000	1.000000
