gene_symbol	MANE_transcript	ClinVar_PL_record_count	public_label_v5	low_record_burden_flag	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction	detail_page
SCFD2	ENST00000401642.8	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/SCFD2.html
SCHIP1	ENST00000638749.2	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/SCHIP1.html
SCLT1	ENST00000281142.10	52	Compact downstream-CDS record-coverage hypothesis	false	115	0.115385	0.346154	0.980769	genes/SCLT1.html
SCN10A	ENST00000449082.3	2	Low-record-burden interpretation-limited	true	157	0.500000	0.500000	1.000000	genes/SCN10A.html
SCN11A	ENST00000302328.9	9	Low-record-burden interpretation-limited	true	169	0.333333	0.444444	1.000000	genes/SCN11A.html
SCN1A	ENST00000674923.1	2107	Downstream-CDS high-coverage with context burden	false	163	0.183673	0.289511	1.000000	genes/SCN1A.html
SCN1B	ENST00000262631.11	37	Compact downstream-CDS record-coverage hypothesis	false	24	0.378378	0.945946	0.891892	genes/SCN1B.html
SCN2A	ENST00000375437.7	690	Downstream-CDS high-coverage with context burden	false	151	0.163768	0.340580	1.000000	genes/SCN2A.html
SCN3A	ENST00000283254.12	36	Downstream-CDS high-coverage with context burden	false	157	0.250000	0.472222	1.000000	genes/SCN3A.html
SCN3B	ENST00000299333.8	2	Low-record-burden interpretation-limited	true	30	0.500000	1.000000	1.000000	genes/SCN3B.html
SCN4A	ENST00000435607.3	165	Downstream-CDS high-coverage with context burden	false	133	0.236364	0.381818	0.981818	genes/SCN4A.html
SCN4B	ENST00000324727.9	2	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/SCN4B.html
SCN5A	ENST00000423572.7	535	Downstream-CDS high-coverage with context burden	false	157	0.145794	0.274766	1.000000	genes/SCN5A.html
SCN7A	ENST00000643258.1	1	Low-record-burden interpretation-limited	true	145	1.000000	1.000000	1.000000	genes/SCN7A.html
SCN8A	ENST00000627620.5	362	Downstream-CDS high-coverage with context burden	false	151	0.204420	0.367403	1.000000	genes/SCN8A.html
SCN9A	ENST00000642356.2	179	Downstream-CDS high-coverage with context burden	false	151	0.111732	0.279330	1.000000	genes/SCN9A.html
SCNM1	ENST00000368905.9	2	Low-record-burden interpretation-limited	true	31	1.000000	1.000000	1.000000	genes/SCNM1.html
SCNN1A	ENST00000228916.7	39	Compact downstream-CDS record-coverage hypothesis	false	67	0.205128	0.615385	1.000000	genes/SCNN1A.html
SCNN1B	ENST00000343070.7	45	Compact downstream-CDS record-coverage hypothesis	false	67	0.377778	0.555556	1.000000	genes/SCNN1B.html
SCNN1G	ENST00000300061.3	16	Low-record-burden interpretation-limited	true	67	0.375000	0.500000	1.000000	genes/SCNN1G.html
SCO1	ENST00000255390.10	13	Low-record-burden interpretation-limited	true	25	0.461538	1.000000	0.538462	genes/SCO1.html
SCO2	ENST00000395693.8	110	Diffuse/moderate record architecture	false	4	0.445455	0.445455	0.445455	genes/SCO2.html
SCP2	ENST00000371514.8	27	Compact downstream-CDS record-coverage hypothesis	false	85	0.185185	0.518519	1.000000	genes/SCP2.html
SCRIB	ENST00000356994.7	1	Low-record-burden interpretation-limited	true	211	1.000000	1.000000	1.000000	genes/SCRIB.html
SCUBE2	ENST00000649792.2	1	Low-record-burden interpretation-limited	true	127	1.000000	1.000000	1.000000	genes/SCUBE2.html
SCUBE3	ENST00000274938.8	11	Low-record-burden interpretation-limited	true	121	0.272727	0.454545	1.000000	genes/SCUBE3.html
SCYL1	ENST00000270176.10	34	Compact downstream-CDS record-coverage hypothesis	false	97	0.147059	0.470588	0.911765	genes/SCYL1.html
SCYL2	ENST00000360820.7	9	Low-record-burden interpretation-limited	true	97	0.333333	0.666667	1.000000	genes/SCYL2.html
SDCCAG8	ENST00000366541.8	90	Compact downstream-CDS record-coverage hypothesis	false	97	0.088889	0.344444	0.922222	genes/SDCCAG8.html
SDHA	ENST00000264932.11	320	Tumor-predisposition control/caution	false	79	0.109375	0.396875	0.931250	genes/SDHA.html
SDHAF1	ENST00000378887.4	7	Low-record-burden interpretation-limited	true	1	1.000000			genes/SDHAF1.html
SDHAF2	ENST00000301761.7	44	Compact downstream-CDS record-coverage hypothesis	false	13	0.568182	0.977273	0.954545	genes/SDHAF2.html
SDHB	ENST00000375499.8	280	Tumor-predisposition control/caution	false	37	0.185714	0.732143	0.935714	genes/SDHB.html
SDHC	ENST00000367975.7	96	Compact downstream-CDS record-coverage hypothesis	false	25	0.291667	0.916667	0.906250	genes/SDHC.html
SDHD	ENST00000375549.8	157	Compact downstream-CDS record-coverage hypothesis	false	13	0.356688	0.987261	0.891720	genes/SDHD.html
SDR9C7	ENST00000293502.2	6	Low-record-burden interpretation-limited	true	13	0.500000	1.000000	0.833333	genes/SDR9C7.html
SEC23A	ENST00000307712.11	3	Low-record-burden interpretation-limited	true	109	0.666667	0.666667	1.000000	genes/SEC23A.html
SEC23B	ENST00000650089.1	95	Compact downstream-CDS record-coverage hypothesis	false	109	0.147368	0.326316	1.000000	genes/SEC23B.html
SEC24C	ENST00000345254.9	1	Low-record-burden interpretation-limited	true	127	1.000000	1.000000	1.000000	genes/SEC24C.html
SEC24D	ENST00000280551.11	41	Compact downstream-CDS record-coverage hypothesis	false	127	0.146341	0.414634	1.000000	genes/SEC24D.html
SEC31A	ENST00000395310.7	1	Low-record-burden interpretation-limited	true	151	1.000000	1.000000	1.000000	genes/SEC31A.html
SEC61A1	ENST00000243253.8	9	Low-record-burden interpretation-limited	true	61	0.333333	0.666667	1.000000	genes/SEC61A1.html
SEC63	ENST00000369002.9	58	Compact downstream-CDS record-coverage hypothesis	false	115	0.103448	0.344828	0.965517	genes/SEC63.html
SECISBP2	ENST00000375807.8	13	Low-record-burden interpretation-limited	true	91	0.230769	0.461538	1.000000	genes/SECISBP2.html
SEL1L	ENST00000336735.9	1	Low-record-burden interpretation-limited	true	115	1.000000	1.000000	1.000000	genes/SEL1L.html
SELENBP1	ENST00000368868.10	4	Low-record-burden interpretation-limited	true	61	0.500000	1.000000	1.000000	genes/SELENBP1.html
SELENOI	ENST00000260585.12	4	Low-record-burden interpretation-limited	true	49	0.250000	0.750000	1.000000	genes/SELENOI.html
SELENON	ENST00000374315.1	112	Compact local exon/block record cluster	false	61	0.214286	0.553571	0.767857	genes/SELENON.html
SELP	ENST00000263686.11	1	Low-record-burden interpretation-limited	true	90	1.000000	1.000000	1.000000	genes/SELP.html
SEMA3A	ENST00000265362.9	4	Low-record-burden interpretation-limited	true	91	0.500000	0.500000	1.000000	genes/SEMA3A.html
SEMA3D	ENST00000284136.11	1	Low-record-burden interpretation-limited	true	103	1.000000	1.000000	1.000000	genes/SEMA3D.html
SEMA3E	ENST00000643230.2	1	Low-record-burden interpretation-limited	true	91	1.000000	1.000000	1.000000	genes/SEMA3E.html
SEMA4A	ENST00000368285.8	4	Low-record-burden interpretation-limited	true	79	0.500000	1.000000	1.000000	genes/SEMA4A.html
SEMA6A	ENST00000343348.11	1	Low-record-burden interpretation-limited	true	103	1.000000	1.000000	1.000000	genes/SEMA6A.html
SEMA6B	ENST00000586582.6	27	Compact downstream-CDS record-coverage hypothesis	false	91	0.814815	0.925926	1.000000	genes/SEMA6B.html
SEMA7A	ENST00000261918.9	1	Low-record-burden interpretation-limited	true	73	1.000000	1.000000	1.000000	genes/SEMA7A.html
SENP7	ENST00000394095.7	3	Low-record-burden interpretation-limited	true	133	0.333333	0.666667	1.000000	genes/SENP7.html
SEPHS1	ENST00000327347.10	3	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/SEPHS1.html
SEPSECS	ENST00000382103.7	105	Compact downstream-CDS record-coverage hypothesis	false	55	0.161905	0.571429	0.933333	genes/SEPSECS.html
SEPTIN9	ENST00000427177.6	3	Low-record-burden interpretation-limited	true	61	0.666667	0.666667	1.000000	genes/SEPTIN9.html
SERAC1	ENST00000647468.2	58	Compact downstream-CDS record-coverage hypothesis	false	91	0.137931	0.448276	1.000000	genes/SERAC1.html
SERPINA1	ENST00000393087.9	81	Compact downstream-CDS record-coverage hypothesis	false	19	0.493827	1.000000	1.000000	genes/SERPINA1.html
SERPINA11	ENST00000334708.4	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/SERPINA11.html
SERPINA12	ENST00000677451.1	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/SERPINA12.html
SERPINA3	ENST00000393078.5	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/SERPINA3.html
SERPINA6	ENST00000341584.4	2	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/SERPINA6.html
SERPINA7	ENST00000372563.2	5	Low-record-burden interpretation-limited	true	19	0.400000	1.000000	1.000000	genes/SERPINA7.html
SERPINB6	ENST00000380539.7	4	Low-record-burden interpretation-limited	true	31	0.250000	0.750000	1.000000	genes/SERPINB6.html
SERPINB7	ENST00000398019.7	10	Low-record-burden interpretation-limited	true	37	0.300000	0.800000	1.000000	genes/SERPINB7.html
SERPINB8	ENST00000397985.7	3	Low-record-burden interpretation-limited	true	31	0.333333	0.666667	1.000000	genes/SERPINB8.html
SERPINC1	ENST00000367698.4	153	Compact downstream-CDS record-coverage hypothesis	false	31	0.267974	0.751634	0.980392	genes/SERPINC1.html
SERPIND1	ENST00000215727.10	4	Low-record-burden interpretation-limited	true	19	0.500000	1.000000	1.000000	genes/SERPIND1.html
SERPINE1	ENST00000223095.5	2	Low-record-burden interpretation-limited	true	43	0.500000	0.500000	0.500000	genes/SERPINE1.html
SERPINF1	ENST00000254722.9	58	Compact downstream-CDS record-coverage hypothesis	false	37	0.241379	0.706897	1.000000	genes/SERPINF1.html
SERPINF2	ENST00000453066.6	5	Low-record-burden interpretation-limited	true	49	0.400000	0.800000	1.000000	genes/SERPINF2.html
SERPING1	ENST00000278407.9	374	Compact downstream-CDS record-coverage hypothesis	false	37	0.229947	0.711230	0.994652	genes/SERPING1.html
SERPINH1	ENST00000358171.8	13	Low-record-burden interpretation-limited	true	19	0.461538	0.846154	0.846154	genes/SERPINH1.html
SERPINI1	ENST00000446050.7	6	Low-record-burden interpretation-limited	true	43	0.500000	0.666667	1.000000	genes/SERPINI1.html
SET	ENST00000322030.13	36	Compact downstream-CDS record-coverage hypothesis	false	37	0.305556	0.944444	0.972222	genes/SET.html
SETBP1	ENST00000649279.2	125	Compact downstream-CDS record-coverage hypothesis	false	25	0.784000	0.984000	1.000000	genes/SETBP1.html
SETD1A	ENST00000262519.14	69	Downstream-CDS high-coverage with context burden	false	103	0.188406	0.492754	1.000000	genes/SETD1A.html
SETD1B	ENST00000604567.6	95	Downstream-CDS high-coverage with context burden	false	91	0.178947	0.410526	1.000000	genes/SETD1B.html
SETD2	ENST00000409792.4	68	Downstream-CDS high-coverage with context burden	false	115	0.411765	0.529412	1.000000	genes/SETD2.html
SETD5	ENST00000402198.7	268	Compact downstream-CDS record-coverage hypothesis	false	127	0.126866	0.410448	1.000000	genes/SETD5.html
SETD6	ENST00000219315.9	2	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/SETD6.html
SETSIP	ENST00000596516.3	1	Low-record-burden interpretation-limited	true	1	1.000000			genes/SETSIP.html
SETX	ENST00000224140.6	117	Downstream-CDS high-coverage with context burden	false	145	0.384615	0.547009	1.000000	genes/SETX.html
SEZ6	ENST00000317338.17	1	Low-record-burden interpretation-limited	true	91	1.000000	1.000000	1.000000	genes/SEZ6.html
SEZ6L	ENST00000248933.11	1	Low-record-burden interpretation-limited	true	91	1.000000	1.000000	1.000000	genes/SEZ6L.html
SF1	ENST00000377390.8	2	Low-record-burden interpretation-limited	true	67	0.500000	0.500000	1.000000	genes/SF1.html
SF3A1	ENST00000215793.13	1	Low-record-burden interpretation-limited	true	85	1.000000	1.000000	1.000000	genes/SF3A1.html
SF3B1	ENST00000335508.11	4	Low-record-burden interpretation-limited	true	139	1.000000	1.000000	1.000000	genes/SF3B1.html
SF3B2	ENST00000322535.11	9	Low-record-burden interpretation-limited	true	121	0.222222	0.333333	0.777778	genes/SF3B2.html
SF3B4	ENST00000271628.9	47	Compact downstream-CDS record-coverage hypothesis	false	25	0.340426	0.936170	0.936170	genes/SF3B4.html
SFRP4	ENST00000436072.7	15	Low-record-burden interpretation-limited	true	25	0.666667	1.000000	0.400000	genes/SFRP4.html
SFTPA1	ENST00000398636.8	4	Low-record-burden interpretation-limited	true	25	1.000000	1.000000	1.000000	genes/SFTPA1.html
SFTPA2	ENST00000372325.7	5	Low-record-burden interpretation-limited	true	25	1.000000	1.000000	1.000000	genes/SFTPA2.html
SFTPB	ENST00000519937.7	19	Low-record-burden interpretation-limited	true	54	0.263158	0.789474	1.000000	genes/SFTPB.html
SFTPC	ENST00000679463.1	28	Compact downstream-CDS record-coverage hypothesis	false	24	0.500000	1.000000	1.000000	genes/SFTPC.html
SFXN4	ENST00000355697.7	14	Low-record-burden interpretation-limited	true	73	0.214286	0.571429	1.000000	genes/SFXN4.html
SGCA	ENST00000262018.8	186	Compact downstream-CDS record-coverage hypothesis	false	48	0.241935	0.768817	0.967742	genes/SGCA.html
SGCB	ENST00000381431.10	129	Compact downstream-CDS record-coverage hypothesis	false	25	0.240310	0.945736	0.852713	genes/SGCB.html
SGCD	ENST00000337851.9	50	Compact downstream-CDS record-coverage hypothesis	false	43	0.260000	0.820000	1.000000	genes/SGCD.html
SGCE	ENST00000648936.2	158	Compact downstream-CDS record-coverage hypothesis	false	55	0.291139	0.778481	0.993671	genes/SGCE.html
SGCG	ENST00000218867.4	105	Compact downstream-CDS record-coverage hypothesis	false	37	0.190476	0.676190	1.000000	genes/SGCG.html
SGK1	ENST00000367858.10	1	Low-record-burden interpretation-limited	true	73	1.000000	1.000000	1.000000	genes/SGK1.html
SGK2	ENST00000373100.7	1	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/SGK2.html
SGMS1	ENST00000361781.7	2	Low-record-burden interpretation-limited	true	55	0.500000	1.000000	1.000000	genes/SGMS1.html
SGMS2	ENST00000690982.1	4	Low-record-burden interpretation-limited	true	31	0.750000	1.000000	1.000000	genes/SGMS2.html
SGO1	ENST00000412997.6	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/SGO1.html
SGO2	ENST00000357799.9	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/SGO2.html
SGPL1	ENST00000373202.8	29	Compact downstream-CDS record-coverage hypothesis	false	79	0.206897	0.448276	1.000000	genes/SGPL1.html
SGSH	ENST00000326317.11	210	Compact downstream-CDS record-coverage hypothesis	false	37	0.352381	0.738095	0.947619	genes/SGSH.html
SGSM3	ENST00000248929.14	2	Low-record-burden interpretation-limited	true	121	0.500000	1.000000	1.000000	genes/SGSM3.html
SH2B3	ENST00000341259.7	5	Low-record-burden interpretation-limited	true	37	0.400000	0.800000	1.000000	genes/SH2B3.html
SH2D1A	ENST00000371139.9	43	Compact local exon/block record cluster	false	13	0.488372	1.000000	0.767442	genes/SH2D1A.html
SH2D7	ENST00000328828.6	1	Low-record-burden interpretation-limited	true	25	0.000000	0.000000	1.000000	genes/SH2D7.html
SH3BGRL2	ENST00000369838.6	1	Low-record-burden interpretation-limited	true	13	0.000000	0.000000	0.000000	genes/SH3BGRL2.html
SH3BP2	ENST00000503393.8	10	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/SH3BP2.html
SH3PXD2B	ENST00000311601.6	16	Low-record-burden interpretation-limited	true	67	0.250000	0.562500	1.000000	genes/SH3PXD2B.html
SH3TC2	ENST00000515425.6	162	Compact downstream-CDS record-coverage hypothesis	false	91	0.456790	0.604938	0.987654	genes/SH3TC2.html
SHANK1	ENST00000293441.6	19	Low-record-burden interpretation-limited	true	133	0.526316	0.578947	1.000000	genes/SHANK1.html
SHANK2	ENST00000601538.6	42	Downstream-CDS high-coverage with context burden	false	145	0.285714	0.571429	1.000000	genes/SHANK2.html
SHARPIN	ENST00000398712.7	3	Low-record-burden interpretation-limited	true	42	0.333333	1.000000	1.000000	genes/SHARPIN.html
SHC1	ENST00000448116.7	2	Low-record-burden interpretation-limited	true	61	0.000000	0.000000	0.000000	genes/SHC1.html
SHH	ENST00000297261.7	125	Compact local exon/block record cluster	false	8	0.520000	0.976000	0.784000	genes/SHH.html
SHMT2	ENST00000328923.8	3	Low-record-burden interpretation-limited	true	61	0.333333	0.666667	1.000000	genes/SHMT2.html
SHOC1	ENST00000682961.1	13	Low-record-burden interpretation-limited	true	157	0.384615	0.692308	1.000000	genes/SHOC1.html
SHOC2	ENST00000369452.9	6	Low-record-burden interpretation-limited	true	43	0.833333	1.000000	1.000000	genes/SHOC2.html
SHOX	ENST00000686671.1	58	Compact downstream-CDS record-coverage hypothesis	false	19	0.448276	0.982759	0.862069	genes/SHOX.html
SHQ1	ENST00000325599.13	3	Low-record-burden interpretation-limited	true	55	0.333333	1.000000	1.000000	genes/SHQ1.html
SHROOM2	ENST00000380913.8	1	Low-record-burden interpretation-limited	true	49	1.000000	1.000000	1.000000	genes/SHROOM2.html
SHROOM4	ENST00000376020.9	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/SHROOM4.html
SI	ENST00000264382.8	162	Downstream-CDS high-coverage with context burden	false	277	0.061728	0.209877	1.000000	genes/SI.html
SIAH1	ENST00000394725.3	19	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/SIAH1.html
SIGMAR1	ENST00000277010.9	27	Compact local exon/block record cluster	false	13	0.333333	1.000000	0.740741	genes/SIGMAR1.html
SIK1	ENST00000270162.8	8	Low-record-burden interpretation-limited	true	73	0.375000	0.875000	1.000000	genes/SIK1.html
SIK3	ENST00000445177.6	2	Low-record-burden interpretation-limited	true	138	0.500000	1.000000	1.000000	genes/SIK3.html
SIL1	ENST00000394817.7	34	Compact downstream-CDS record-coverage hypothesis	false	49	0.294118	0.676471	1.000000	genes/SIL1.html
SIM1	ENST00000369208.8	11	Low-record-burden interpretation-limited	true	61	0.363636	0.727273	1.000000	genes/SIM1.html
SIM2	ENST00000290399.11	1	Low-record-burden interpretation-limited	true	55	1.000000	1.000000	1.000000	genes/SIM2.html
SIN3A	ENST00000394947.8	107	Compact downstream-CDS record-coverage hypothesis	false	115	0.177570	0.448598	1.000000	genes/SIN3A.html
SIN3B	ENST00000248054.10	3	Low-record-burden interpretation-limited	true	103	0.333333	0.666667	1.000000	genes/SIN3B.html
SIPA1	ENST00000534313.6	1	Low-record-burden interpretation-limited	true	85	0.000000	0.000000	1.000000	genes/SIPA1.html
SIPA1L3	ENST00000222345.11	2	Low-record-burden interpretation-limited	true	121	0.500000	0.500000	1.000000	genes/SIPA1L3.html
SIRT4	ENST00000202967.4	30	Diffuse/moderate record architecture	false	13	0.000000	0.000000	0.000000	genes/SIRT4.html
SIRT6	ENST00000337491.7	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/SIRT6.html
SIX1	ENST00000645694.3	25	Compact local exon/block record cluster	false	4	0.960000	1.000000	0.080000	genes/SIX1.html
SIX2	ENST00000303077.7	1	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/SIX2.html
SIX3	ENST00000260653.5	31	Compact local exon/block record cluster	false	4	0.967742	1.000000	0.064516	genes/SIX3.html
SIX5	ENST00000317578.7	2	Low-record-burden interpretation-limited	true	8	0.500000	1.000000	0.500000	genes/SIX5.html
SIX6	ENST00000327720.6	8	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	0.000000	genes/SIX6.html
SKI	ENST00000378536.5	32	Compact local exon/block record cluster	false	31	0.968750	1.000000	0.031250	genes/SKI.html
SKIC2	ENST00000375394.7	143	Compact downstream-CDS record-coverage hypothesis	false	157	0.083916	0.251748	0.993007	genes/SKIC2.html
SKIC3	ENST00000358746.7	173	Compact downstream-CDS record-coverage hypothesis	false	247	0.057803	0.179191	1.000000	genes/SKIC3.html
SKOR2	ENST00000425639.3	3	Low-record-burden interpretation-limited	true	42	0.666667	1.000000	1.000000	genes/SKOR2.html
SLA	ENST00000338087.10	10	Low-record-burden interpretation-limited	true	43	0.000000	0.000000	1.000000	genes/SLA.html
SLC10A1	ENST00000216540.5	6	Low-record-burden interpretation-limited	true	19	0.666667	1.000000	0.833333	genes/SLC10A1.html
SLC10A2	ENST00000245312.5	1	Low-record-burden interpretation-limited	true	25	1.000000	1.000000	1.000000	genes/SLC10A2.html
SLC10A7	ENST00000335472.12	7	Low-record-burden interpretation-limited	true	61	0.428571	0.857143	1.000000	genes/SLC10A7.html
SLC11A2	ENST00000262052.9	8	Low-record-burden interpretation-limited	true	85	0.250000	0.500000	1.000000	genes/SLC11A2.html
SLC12A1	ENST00000380993.8	132	Compact downstream-CDS record-coverage hypothesis	false	151	0.098485	0.325758	1.000000	genes/SLC12A1.html
SLC12A2	ENST00000262461.7	30	Compact downstream-CDS record-coverage hypothesis	false	151	0.266667	0.400000	0.900000	genes/SLC12A2.html
SLC12A3	ENST00000563236.6	453	Compact downstream-CDS record-coverage hypothesis	false	145	0.072848	0.225166	0.929360	genes/SLC12A3.html
SLC12A4	ENST00000316341.8	5	Low-record-burden interpretation-limited	true	133	1.000000	1.000000	1.000000	genes/SLC12A4.html
SLC12A5	ENST00000243964.7	46	Compact downstream-CDS record-coverage hypothesis	false	145	0.130435	0.304348	0.956522	genes/SLC12A5.html
SLC12A6	ENST00000354181.8	235	Compact downstream-CDS record-coverage hypothesis	false	145	0.076596	0.242553	1.000000	genes/SLC12A6.html
SLC12A9	ENST00000354161.8	7	Low-record-burden interpretation-limited	true	73	0.000000	0.000000	0.000000	genes/SLC12A9.html
SLC13A3	ENST00000279027.9	4	Low-record-burden interpretation-limited	true	67	0.250000	0.500000	1.000000	genes/SLC13A3.html
SLC13A5	ENST00000433363.7	59	Compact downstream-CDS record-coverage hypothesis	false	61	0.169492	0.593220	0.966102	genes/SLC13A5.html
SLC14A1	ENST00000321925.9	5	Low-record-burden interpretation-limited	true	49	0.200000	0.800000	1.000000	genes/SLC14A1.html
SLC16A1	ENST00000369626.8	24	Compact downstream-CDS record-coverage hypothesis	false	19	0.583333	0.958333	0.916667	genes/SLC16A1.html
SLC16A12	ENST00000371790.5	3	Low-record-burden interpretation-limited	true	37	0.666667	1.000000	1.000000	genes/SLC16A12.html
SLC16A13	ENST00000308027.7	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	0.000000	genes/SLC16A13.html
SLC16A2	ENST00000587091.6	112	Compact local exon/block record cluster	false	25	0.285714	0.910714	0.714286	genes/SLC16A2.html
SLC17A5	ENST00000355773.6	154	Compact downstream-CDS record-coverage hypothesis	false	55	0.162338	0.564935	0.941558	genes/SLC17A5.html
SLC17A8	ENST00000323346.10	5	Low-record-burden interpretation-limited	true	61	0.600000	0.800000	0.800000	genes/SLC17A8.html
SLC17A9	ENST00000370351.9	1	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/SLC17A9.html
SLC18A2	ENST00000644641.2	13	Low-record-burden interpretation-limited	true	85	0.307692	0.538462	1.000000	genes/SLC18A2.html
SLC18A3	ENST00000374115.5	3	Low-record-burden interpretation-limited	true	1	1.000000			genes/SLC18A3.html
SLC19A1	ENST00000311124.9	95	Compact downstream-CDS record-coverage hypothesis	false	25	0.010526	0.010526	1.000000	genes/SLC19A1.html
SLC19A2	ENST00000236137.10	60	Compact downstream-CDS record-coverage hypothesis	false	25	0.483333	0.983333	0.900000	genes/SLC19A2.html
SLC19A3	ENST00000644224.2	77	Compact downstream-CDS record-coverage hypothesis	false	25	0.545455	0.974026	1.000000	genes/SLC19A3.html
SLC1A1	ENST00000262352.8	1	Low-record-burden interpretation-limited	true	61	1.000000	1.000000	1.000000	genes/SLC1A1.html
SLC1A2	ENST00000278379.9	10	Low-record-burden interpretation-limited	true	55	0.300000	0.900000	1.000000	genes/SLC1A2.html
SLC1A3	ENST00000265113.9	2	Low-record-burden interpretation-limited	true	49	0.500000	1.000000	1.000000	genes/SLC1A3.html
SLC1A4	ENST00000234256.4	32	Compact local exon/block record cluster	false	37	0.375000	0.718750	0.781250	genes/SLC1A4.html
SLC20A2	ENST00000520262.6	84	Compact downstream-CDS record-coverage hypothesis	false	55	0.345238	0.630952	1.000000	genes/SLC20A2.html
SLC22A12	ENST00000377574.6	23	Compact downstream-CDS record-coverage hypothesis	false	49	0.173913	0.608696	0.826087	genes/SLC22A12.html
SLC22A5	ENST00000245407.8	285	Compact local exon/block record cluster	false	49	0.273684	0.663158	0.733333	genes/SLC22A5.html
SLC24A1	ENST00000261892.11	44	Compact downstream-CDS record-coverage hypothesis	false	49	0.636364	0.772727	1.000000	genes/SLC24A1.html
SLC24A4	ENST00000532405.6	5	Low-record-burden interpretation-limited	true	91	0.200000	0.600000	1.000000	genes/SLC24A4.html
SLC24A5	ENST00000341459.8	39	Compact downstream-CDS record-coverage hypothesis	false	43	0.205128	0.615385	0.897436	genes/SLC24A5.html
SLC25A1	ENST00000215882.10	24	Compact downstream-CDS record-coverage hypothesis	false	43	0.208333	0.708333	0.875000	genes/SLC25A1.html
SLC25A10	ENST00000350690.10	3	Low-record-burden interpretation-limited	true	55	0.333333	0.666667	1.000000	genes/SLC25A10.html
SLC25A11	ENST00000225665.12	5	Low-record-burden interpretation-limited	true	37	0.400000	1.000000	1.000000	genes/SLC25A11.html
SLC25A12	ENST00000422440.7	21	Compact downstream-CDS record-coverage hypothesis	false	97	0.190476	0.380952	1.000000	genes/SLC25A12.html
SLC25A13	ENST00000265631.10	213	Compact downstream-CDS record-coverage hypothesis	false	97	0.131455	0.347418	0.995305	genes/SLC25A13.html
SLC25A15	ENST00000338625.9	83	Compact downstream-CDS record-coverage hypothesis	false	31	0.301205	0.939759	1.000000	genes/SLC25A15.html
SLC25A16	ENST00000609923.6	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/SLC25A16.html
SLC25A19	ENST00000416858.7	14	Low-record-burden interpretation-limited	true	37	0.357143	0.928571	1.000000	genes/SLC25A19.html
SLC25A20	ENST00000319017.5	75	Compact downstream-CDS record-coverage hypothesis	false	43	0.213333	0.666667	0.946667	genes/SLC25A20.html
SLC25A21	ENST00000331299.6	1	Low-record-burden interpretation-limited	true	49	1.000000	1.000000	1.000000	genes/SLC25A21.html
SLC25A22	ENST00000628067.3	21	Compact downstream-CDS record-coverage hypothesis	false	49	0.285714	0.761905	1.000000	genes/SLC25A22.html
SLC25A24	ENST00000565488.6	3	Low-record-burden interpretation-limited	true	49	0.666667	1.000000	1.000000	genes/SLC25A24.html
SLC25A25	ENST00000373069.10	1	Low-record-burden interpretation-limited	true	55	1.000000	1.000000	1.000000	genes/SLC25A25.html
SLC25A26	ENST00000354883.11	7	Low-record-burden interpretation-limited	true	49	0.285714	0.857143	1.000000	genes/SLC25A26.html
SLC25A3	ENST00000552981.6	12	Low-record-burden interpretation-limited	true	37	0.250000	0.500000	1.000000	genes/SLC25A3.html
SLC25A36	ENST00000324194.12	2	Low-record-burden interpretation-limited	true	31	0.500000	1.000000	1.000000	genes/SLC25A36.html
SLC25A38	ENST00000650617.1	59	Compact downstream-CDS record-coverage hypothesis	false	31	0.305085	0.881356	0.966102	genes/SLC25A38.html
SLC25A4	ENST00000281456.11	23	Compact downstream-CDS record-coverage hypothesis	false	13	0.608696	0.956522	0.869565	genes/SLC25A4.html
SLC25A42	ENST00000318596.8	4	Low-record-burden interpretation-limited	true	37	0.500000	1.000000	1.000000	genes/SLC25A42.html
